UID69	set(['pfam13184'])	set([])
UID70	set(['pfam08459'])	set(['pfam02649', 'pfam00162'])
UID71	set(['pfam08459'])	set(['pfam02649', 'pfam00162'])
UID72	set(['pfam08459'])	set(['pfam02649', 'pfam00162'])
UID73	set([])	set(['pfam00338'])
UID74	set(['pfam13184'])	set([])
UID75	set(['pfam13184', 'pfam01949', 'TIGR01736'])	set(['TIGR01134'])
UID76	set(['pfam13184'])	set([])
UID77	set(['pfam13184'])	set([])
UID78	set(['pfam13184'])	set([])
UID79	set(['pfam13184'])	set([])
UID80	set(['pfam13184', 'pfam09846', 'TIGR00097'])	set(['pfam00162', 'TIGR02349', 'pfam00684', 'pfam04894', 'pfam04895'])
UID81	set(['pfam13184', 'pfam09846', 'TIGR00097'])	set(['pfam04894', 'pfam04895'])
UID82	set(['pfam13184'])	set(['pfam07934', 'pfam01282'])
UID83	set([])	set(['pfam07934', 'pfam01282'])
UID84	set([])	set(['pfam00338'])
UID85	set([])	set(['pfam00338'])
UID86	set(['pfam13184'])	set(['pfam00338'])
UID87	set(['pfam13184'])	set(['pfam00338'])
UID88	set(['pfam13184'])	set(['pfam06463', 'pfam00709', 'pfam00338'])
UID89	set(['pfam13184'])	set(['pfam00338'])
UID90	set(['pfam13184'])	set(['pfam00338'])
UID91	set(['pfam13184'])	set(['pfam00338', 'TIGR00967'])
UID92	set(['pfam13184'])	set(['pfam00338', 'TIGR00967'])
UID93	set(['pfam13184'])	set(['pfam00204', 'pfam00338', 'TIGR00967'])
UID94	set(['pfam13184'])	set(['pfam00204', 'pfam00338', 'TIGR00967'])
UID95	set([])	set(['pfam00338'])
UID96	set([])	set(['pfam00338'])
UID97	set([])	set(['pfam00338'])
UID98	set([])	set(['pfam00338'])
UID99	set([])	set(['pfam00338'])
UID100	set([])	set(['pfam00338'])
UID101	set([])	set(['pfam00338'])
UID102	set([])	set(['pfam00338'])
UID103	set([])	set(['pfam00338'])
UID104	set([])	set([])
UID105	set([])	set(['pfam00338', 'TIGR00967'])
UID106	set([])	set(['pfam00338'])
UID107	set([])	set(['pfam00338'])
UID108	set([])	set(['pfam00338'])
UID109	set([])	set(['pfam00338'])
UID110	set([])	set(['pfam00338'])
UID111	set([])	set(['pfam00338'])
UID112	set([])	set(['pfam00338'])
UID113	set([])	set(['pfam00338'])
UID114	set([])	set(['pfam00338'])
UID115	set([])	set(['pfam00338'])
UID116	set([])	set(['pfam00338', 'TIGR00967'])
UID117	set([])	set(['pfam00338', 'TIGR00967'])
UID118	set([])	set(['pfam00338', 'TIGR00967'])
UID119	set([])	set(['pfam00338', 'TIGR00967'])
UID120	set([])	set(['pfam00338', 'TIGR00967'])
UID121	set([])	set(['pfam00338'])
UID122	set([])	set(['pfam00338', 'TIGR00587'])
UID123	set([])	set(['pfam00338'])
UID124	set(['TIGR02237', 'TIGR00432'])	set(['pfam00338'])
UID125	set(['TIGR02237', 'TIGR00432'])	set(['pfam00338', 'pfam05833'])
UID126	set(['TIGR02237', 'TIGR00432'])	set(['pfam00338', 'pfam05833'])
UID127	set([])	set(['pfam00338'])
UID128	set(['TIGR00928'])	set(['pfam00338'])
UID129	set(['TIGR00928'])	set(['pfam00338'])
UID130	set(['TIGR00928'])	set(['pfam00338'])
UID131	set([])	set(['pfam00338'])
UID132	set([])	set(['pfam00338'])
UID133	set(['pfam13184'])	set(['pfam00338'])
UID134	set(['pfam13184', 'pfam13710', 'pfam04289', 'TIGR01850', 'pfam10369'])	set(['pfam00338'])
UID135	set(['pfam13184', 'pfam13710', 'pfam04289', 'TIGR01850', 'pfam10369'])	set(['pfam00338'])
UID136	set([])	set(['pfam00338'])
UID137	set([])	set(['pfam00338'])
UID138	set([])	set(['pfam00338'])
UID139	set(['pfam08459'])	set([])
UID140	set(['pfam01967', 'pfam08459'])	set([])
UID141	set(['pfam08459', 'TIGR00549'])	set([])
UID142	set(['pfam00218', 'pfam00988', 'pfam00764', 'pfam00490', 'pfam00290', 'TIGR00033', 'TIGR00838', 'TIGR01356', 'pfam01379', 'pfam01940', 'pfam00800', 'pfam08459'])	set([])
UID143	set(['pfam13184', 'pfam08459', 'TIGR00549'])	set([])
UID144	set(['pfam13184', 'pfam08459', 'TIGR00755', 'TIGR00549'])	set([])
UID145	set(['pfam04472', 'pfam08459', 'TIGR00549'])	set(['pfam00398'])
UID146	set(['pfam08459', 'TIGR00755', 'TIGR00967'])	set([])
UID147	set(['pfam08459', 'TIGR00755', 'TIGR00967'])	set(['pfam13184'])
UID148	set(['pfam08459', 'TIGR00755', 'TIGR00967'])	set(['pfam13184'])
UID149	set(['pfam08459', 'TIGR00755', 'TIGR00967'])	set(['pfam13184'])
UID150	set(['pfam08459', 'TIGR00755', 'TIGR00967'])	set(['pfam13184'])
UID151	set(['pfam01922', 'pfam08459', 'TIGR00755', 'TIGR00967'])	set([])
UID152	set(['pfam08459', 'TIGR00755', 'TIGR00967'])	set([])
UID153	set(['pfam08459', 'TIGR00755', 'TIGR00967'])	set(['pfam13184'])
UID154	set(['pfam08459', 'TIGR00755', 'TIGR00967'])	set(['pfam13184'])
UID155	set(['pfam08459', 'TIGR00755', 'TIGR00967'])	set([])
UID156	set(['pfam08459', 'TIGR00755', 'TIGR00967'])	set(['pfam13184'])
UID157	set(['pfam08459', 'TIGR00755', 'TIGR00967'])	set(['pfam13184'])
UID158	set(['pfam08459', 'TIGR00755', 'TIGR00967'])	set(['pfam13184'])
UID159	set(['pfam08459', 'TIGR00755', 'TIGR00967'])	set(['pfam13184'])
UID160	set(['pfam08459', 'TIGR00755', 'TIGR00967'])	set(['pfam13184'])
UID161	set(['pfam08459', 'TIGR00755', 'TIGR00967'])	set(['pfam13184'])
UID162	set(['pfam08459', 'TIGR00755', 'TIGR00967'])	set([])
UID163	set(['pfam08459', 'TIGR00755', 'TIGR00967'])	set([])
UID164	set(['pfam01509', 'pfam01922', 'pfam08459', 'TIGR00755', 'TIGR00967'])	set([])
UID165	set(['pfam01509', 'pfam01922', 'pfam08459', 'TIGR00755', 'TIGR00967'])	set([])
UID166	set(['pfam08459', 'TIGR00755', 'TIGR00967'])	set([])
UID167	set(['pfam08459'])	set(['pfam13184'])
UID168	set(['pfam08459'])	set(['pfam13184'])
UID169	set(['pfam08459'])	set(['pfam13184'])
UID170	set(['pfam08459', 'TIGR00755', 'TIGR00967'])	set(['pfam13184'])
UID171	set(['pfam08459', 'TIGR00755', 'TIGR00967'])	set([])
UID172	set(['pfam08459'])	set(['pfam13184'])
UID173	set(['pfam08459'])	set(['pfam13184'])
UID174	set(['pfam08459'])	set(['pfam13184'])
UID175	set(['TIGR00755', 'pfam08459'])	set(['pfam13184'])
UID176	set(['pfam08459'])	set(['pfam13184'])
UID177	set(['pfam08459'])	set(['pfam13184'])
UID178	set(['pfam08459'])	set(['pfam13184'])
UID179	set(['pfam08459'])	set(['pfam13184'])
UID180	set(['TIGR03679', 'pfam00162', 'pfam08459', 'TIGR00967'])	set(['pfam13184'])
UID181	set(['pfam01509', 'TIGR00422', 'pfam08459', 'TIGR00755', 'TIGR00967'])	set([])
UID182	set(['pfam01509', 'TIGR00422', 'pfam08459', 'TIGR00755', 'TIGR00967'])	set([])
UID183	set(['pfam01509', 'TIGR00422', 'pfam08459', 'TIGR00755', 'TIGR00967'])	set([])
UID184	set(['pfam01509', 'TIGR00422', 'pfam08459', 'TIGR00755', 'TIGR00967'])	set([])
UID185	set(['pfam01509', 'TIGR00422', 'pfam08459', 'TIGR00755', 'TIGR00967'])	set([])
UID186	set(['pfam01667', 'pfam01509', 'pfam08459', 'TIGR00967'])	set(['pfam00162'])
UID187	set(['pfam03946', 'pfam08459', 'TIGR00967'])	set([])
UID188	set(['pfam03946', 'pfam08459', 'TIGR00967'])	set([])
UID189	set(['pfam13184', 'pfam03946', 'pfam08459', 'TIGR00967'])	set([])
UID190	set(['pfam01868', 'pfam03946', 'pfam01849', 'pfam08459', 'TIGR00967'])	set([])
UID191	set(['pfam13184', 'pfam03946', 'pfam08459', 'TIGR00967'])	set([])
UID192	set(['pfam13184', 'pfam03946', 'pfam08459', 'TIGR00967'])	set([])
UID193	set(['pfam03946', 'pfam08459', 'TIGR00967'])	set([])
UID194	set(['pfam13184', 'pfam03946', 'pfam08459', 'TIGR00967'])	set([])
UID195	set(['pfam13184', 'pfam03946', 'pfam08459', 'TIGR00967'])	set([])
UID196	set(['pfam03946', 'pfam08459', 'TIGR00967'])	set([])
UID197	set(['pfam08459', 'TIGR00967'])	set(['pfam13184'])
UID198	set(['pfam08459', 'TIGR00967'])	set([])
UID199	set(['TIGR00270', 'pfam01864', 'pfam01282', 'TIGR00755'])	set(['pfam05670'])
UID200	set(['TIGR00270', 'pfam01864', 'pfam01282'])	set(['pfam05670'])
UID201	set(['TIGR00270', 'pfam01864', 'pfam01282', 'TIGR00755'])	set(['pfam05670'])
UID202	set(['TIGR00270', 'pfam01864', 'pfam01282'])	set(['pfam05670'])
UID203	set([])	set([])
UID204	set(['TIGR00084', 'TIGR00922'])	set([])
UID205	set(['TIGR00084', 'TIGR00922'])	set([])
UID206	set([])	set([])
UID207	set([])	set([])
UID208	set([])	set([])
UID209	set([])	set([])
UID210	set(['TIGR00250', 'pfam04561', 'TIGR00615'])	set([])
UID211	set(['TIGR00250', 'pfam04561', 'TIGR00615'])	set([])
UID212	set(['TIGR00250', 'pfam04561', 'TIGR00615'])	set(['TIGR00019'])
UID213	set(['TIGR00250', 'pfam04561', 'TIGR00615'])	set(['TIGR00019'])
UID214	set(['TIGR00250', 'pfam04561', 'TIGR00615'])	set(['TIGR00019'])
UID215	set(['TIGR00250', 'pfam04561', 'TIGR00615'])	set(['TIGR00019'])
UID216	set(['TIGR00615'])	set([])
UID217	set(['TIGR00250', 'pfam04561', 'TIGR00615'])	set([])
UID218	set(['TIGR00615'])	set([])
UID219	set(['TIGR00615'])	set([])
UID220	set(['TIGR00615'])	set([])
UID221	set(['pfam04561', 'TIGR00615'])	set([])
UID222	set(['TIGR00615'])	set([])
UID223	set([])	set([])
UID224	set([])	set([])
UID225	set([])	set([])
UID226	set([])	set([])
UID227	set([])	set([])
UID228	set([])	set(['pfam05697'])
UID229	set([])	set(['pfam05697'])
UID230	set([])	set([])
UID231	set([])	set([])
UID232	set([])	set([])
UID233	set([])	set([])
UID234	set([])	set([])
UID235	set([])	set([])
UID236	set([])	set([])
UID237	set([])	set([])
UID238	set([])	set([])
UID239	set([])	set([])
UID240	set([])	set([])
UID241	set([])	set([])
UID242	set([])	set([])
UID243	set([])	set([])
UID244	set(['pfam10141', 'pfam11490', 'pfam04263', 'pfam04265', 'pfam02390'])	set(['TIGR01073'])
UID245	set(['pfam10141', 'pfam11490', 'pfam04263', 'pfam04265', 'pfam02390'])	set(['TIGR01073'])
UID246	set(['pfam10141', 'pfam12627', 'pfam11490', 'pfam04263', 'pfam04265', 'pfam13684'])	set(['TIGR01073'])
UID247	set(['pfam10141', 'pfam12627', 'pfam11490', 'pfam04263', 'pfam04265', 'pfam13684'])	set(['TIGR01073'])
UID248	set(['pfam04263', 'pfam04265', 'pfam02390'])	set(['TIGR01073'])
UID249	set(['pfam10141', 'pfam04263', 'pfam04265', 'pfam02390'])	set(['pfam00163', 'pfam02482', 'TIGR01073'])
UID250	set(['pfam10141', 'pfam04263', 'pfam04265', 'pfam02390'])	set(['pfam00163', 'pfam02482', 'TIGR01073'])
UID251	set([])	set([])
UID252	set([])	set([])
UID253	set([])	set([])
UID254	set(['TIGR01457', 'pfam03672', 'pfam05636', 'TIGR02785', 'TIGR01061'])	set([])
UID255	set([])	set([])
UID256	set([])	set([])
UID257	set([])	set([])
UID258	set([])	set([])
UID259	set([])	set([])
UID260	set([])	set(['pfam01148', 'TIGR03263', 'pfam01556'])
UID261	set([])	set(['pfam01148', 'TIGR03263', 'pfam01556'])
UID262	set([])	set(['pfam01148', 'TIGR03263', 'pfam01556'])
UID263	set([])	set(['pfam01148', 'TIGR03263', 'pfam01556'])
UID264	set([])	set(['pfam01148', 'TIGR03263', 'pfam01556'])
UID265	set([])	set(['pfam01148', 'TIGR03263', 'pfam01556'])
UID266	set([])	set(['pfam01148', 'TIGR03263', 'pfam01556'])
UID267	set([])	set(['pfam01148', 'TIGR01135', 'pfam01556'])
UID268	set([])	set(['TIGR02075', 'pfam01148', 'TIGR01135', 'pfam01556'])
UID269	set([])	set(['pfam01148', 'pfam01556', 'TIGR03725', 'TIGR01135'])
UID270	set([])	set([])
UID271	set([])	set([])
UID272	set([])	set([])
UID273	set([])	set(['TIGR00392'])
UID274	set([])	set(['pfam01255'])
UID275	set([])	set(['TIGR00392', 'pfam02603'])
UID276	set([])	set(['TIGR00392', 'pfam02603'])
UID277	set([])	set(['pfam14450'])
UID278	set([])	set(['TIGR00552'])
UID279	set([])	set(['TIGR00552'])
UID280	set([])	set(['TIGR01135', 'TIGR01173'])
UID281	set([])	set(['TIGR00552'])
UID282	set([])	set(['TIGR00552'])
UID283	set([])	set(['TIGR00552'])
UID284	set([])	set([])
UID285	set([])	set([])
UID286	set([])	set([])
UID287	set(['TIGR00132', 'pfam12127', 'pfam08540', 'pfam05256', 'pfam00742', 'pfam02934', 'TIGR01220', 'pfam07408', 'TIGR01240', 'pfam01154', 'pfam02686', 'TIGR00191', 'pfam06018', 'TIGR01481', 'TIGR00562', 'pfam05848', 'pfam02637', 'pfam09648', 'pfam03481', 'pfam08222', 'pfam00401', 'TIGR00751', 'pfam05975', 'pfam05991', 'pfam02355', 'pfam06103', 'pfam05389', 'TIGR02151', 'pfam03741', 'TIGR00549', 'pfam00368', 'TIGR02571', 'pfam07497', 'pfam09182', 'pfam01152'])	set(['pfam03725', 'pfam05239', 'TIGR01143', 'pfam00140', 'pfam03979', 'TIGR00500', 'TIGR01704', 'pfam00438', 'pfam02559', 'pfam04138', 'pfam02773', 'pfam02772', 'pfam01189', 'pfam00381', 'pfam00710', 'pfam00749', 'pfam00121', 'TIGR01085', 'pfam12822', 'pfam01171'])
UID288	set([])	set([])
UID289	set(['pfam03006', 'pfam06257', 'pfam05389', 'pfam02562', 'pfam09148', 'TIGR01061'])	set(['pfam02504', 'pfam02887'])
UID290	set(['pfam03006', 'pfam06257', 'pfam05389', 'pfam02562', 'pfam09148', 'TIGR01061'])	set(['pfam02504', 'pfam02887'])
UID291	set(['pfam03006', 'pfam06257', 'pfam05389', 'pfam02562', 'pfam09148', 'TIGR01061'])	set(['pfam02504', 'pfam02887'])
UID292	set(['pfam03006', 'pfam06257', 'pfam05389', 'pfam02562', 'pfam09148', 'TIGR01061'])	set(['pfam02504', 'pfam02887'])
UID293	set([])	set([])
UID294	set([])	set([])
UID295	set(['pfam00368', 'pfam08540', 'TIGR00549', 'pfam01154', 'TIGR01220', 'TIGR01240'])	set([])
UID296	set(['pfam00368', 'pfam08540', 'TIGR00549', 'pfam01154', 'TIGR01220', 'TIGR01240'])	set([])
UID297	set(['pfam00368', 'pfam08540', 'TIGR00549', 'pfam01154', 'TIGR01220', 'TIGR01240'])	set([])
UID298	set([])	set([])
UID299	set([])	set([])
UID300	set([])	set([])
UID301	set([])	set([])
UID302	set([])	set([])
UID303	set([])	set([])
UID304	set([])	set([])
UID305	set(['pfam13541'])	set([])
UID306	set(['pfam13541'])	set([])
UID307	set([])	set([])
UID308	set([])	set([])
UID309	set([])	set([])
UID310	set([])	set([])
UID311	set([])	set([])
UID312	set([])	set([])
UID313	set([])	set([])
UID314	set([])	set([])
UID315	set([])	set([])
UID316	set([])	set([])
UID317	set([])	set([])
UID318	set([])	set([])
UID319	set([])	set([])
UID320	set([])	set([])
UID321	set([])	set([])
UID322	set([])	set([])
UID323	set([])	set(['TIGR00057'])
UID324	set([])	set(['TIGR00057'])
UID325	set([])	set(['TIGR00057'])
UID326	set([])	set(['TIGR00057'])
UID327	set([])	set(['TIGR00057'])
UID328	set([])	set(['TIGR00057', 'pfam08540'])
UID329	set([])	set(['TIGR00057', 'pfam08540'])
UID330	set([])	set(['TIGR00057', 'pfam08540'])
UID331	set([])	set(['TIGR00057', 'pfam08540'])
UID332	set([])	set(['TIGR00057'])
UID333	set([])	set(['TIGR00057'])
UID334	set([])	set(['TIGR00057'])
UID335	set([])	set(['TIGR00057'])
UID336	set([])	set(['TIGR00057'])
UID337	set([])	set(['TIGR00057'])
UID338	set([])	set(['TIGR00057'])
UID339	set([])	set(['TIGR00057'])
UID340	set([])	set(['TIGR00057'])
UID341	set([])	set([])
UID342	set([])	set([])
UID343	set([])	set(['TIGR00418'])
UID344	set([])	set([])
UID345	set([])	set([])
UID346	set([])	set(['TIGR00418'])
UID347	set([])	set(['TIGR00418'])
UID348	set([])	set([])
UID349	set([])	set(['TIGR00648'])
UID350	set([])	set(['TIGR00648'])
UID351	set(['pfam00368', 'pfam08540', 'TIGR00549', 'pfam01154', 'TIGR02151', 'TIGR01220', 'TIGR01240'])	set(['pfam02882', 'pfam00763'])
UID352	set(['pfam00342', 'pfam00368', 'pfam08540', 'TIGR00549', 'pfam01154', 'TIGR01220', 'TIGR00221', 'pfam06026', 'TIGR01240'])	set(['pfam02844', 'pfam02843', 'pfam01071', 'pfam02882', 'pfam00763', 'TIGR00004'])
UID353	set(['pfam00368', 'pfam08353', 'pfam08540', 'TIGR00549', 'pfam01154', 'TIGR02151', 'TIGR01220', 'TIGR01240'])	set(['pfam02882', 'TIGR00260', 'TIGR01136', 'TIGR01139', 'pfam01596', 'pfam00763'])
UID354	set([])	set([])
UID355	set([])	set([])
UID356	set(['pfam00401', 'TIGR01145', 'pfam04472', 'pfam00709', 'TIGR00409'])	set([])
UID357	set(['pfam00401', 'TIGR01145', 'pfam04472', 'pfam00709', 'TIGR00409'])	set([])
UID358	set(['pfam06855', 'pfam01149', 'TIGR00409', 'pfam06257', 'pfam06831'])	set([])
UID359	set(['pfam06855', 'pfam01149', 'TIGR00409', 'pfam06257', 'pfam06831'])	set([])
UID360	set(['pfam00401', 'TIGR01145', 'pfam04472', 'pfam00709', 'TIGR00409'])	set([])
UID361	set(['pfam00401', 'TIGR01145', 'pfam04472', 'pfam00709', 'TIGR00409'])	set([])
UID362	set(['pfam00401', 'TIGR01145', 'pfam04472', 'pfam00709', 'TIGR00409'])	set(['pfam01205', 'pfam02504', 'pfam01513', 'pfam09186'])
UID363	set(['TIGR01145', 'pfam04472', 'pfam00401', 'pfam00709', 'pfam07499', 'TIGR00409'])	set(['pfam01205', 'pfam02504', 'pfam01148', 'pfam01513', 'pfam09186'])
UID364	set(['TIGR01145', 'pfam04472', 'pfam00401', 'pfam00709', 'pfam07499', 'TIGR00409'])	set(['pfam01205', 'pfam02504', 'pfam01148', 'pfam01513', 'pfam09186'])
UID365	set(['pfam00401', 'TIGR01145', 'pfam04472', 'TIGR00409'])	set([])
UID366	set(['pfam04472', 'pfam00709', 'TIGR00409'])	set([])
UID367	set(['pfam09186', 'pfam04472', 'pfam00709', 'TIGR00409', 'pfam00303'])	set(['TIGR01039', 'pfam00119', 'pfam00231', 'TIGR01216', 'pfam00430', 'pfam00401', 'TIGR00962', 'pfam00213', 'pfam02823'])
UID368	set(['pfam00401', 'TIGR01145', 'pfam04472', 'pfam00709', 'TIGR00409'])	set([])
UID369	set(['TIGR01145', 'pfam00119', 'pfam00231', 'TIGR01216', 'pfam00430', 'TIGR01039', 'pfam00401', 'TIGR00962', 'TIGR00409', 'pfam00213', 'pfam02823', 'TIGR00457'])	set([])
UID370	set(['pfam00401', 'TIGR01145', 'TIGR01216'])	set(['pfam03951', 'pfam06103'])
UID371	set(['pfam00401', 'TIGR01145', 'TIGR01216'])	set(['pfam06103'])
UID372	set(['TIGR01145', 'pfam00119', 'pfam00231', 'TIGR01216', 'pfam00430', 'TIGR01039', 'pfam08353', 'pfam00401', 'TIGR00962', 'pfam00213', 'pfam02823'])	set(['pfam03951', 'pfam06103'])
UID373	set(['TIGR01145'])	set([])
UID374	set([])	set([])
UID375	set([])	set([])
UID376	set([])	set([])
UID377	set([])	set([])
UID378	set([])	set([])
UID379	set([])	set([])
UID380	set([])	set([])
UID381	set([])	set([])
UID382	set([])	set([])
UID383	set([])	set([])
UID384	set([])	set([])
UID385	set([])	set([])
UID386	set([])	set([])
UID387	set([])	set([])
UID388	set([])	set([])
UID389	set(['TIGR00963'])	set([])
UID390	set(['TIGR00963'])	set([])
UID391	set(['TIGR00963'])	set([])
UID392	set([])	set([])
UID393	set([])	set([])
UID394	set(['TIGR00963'])	set(['pfam07949', 'pfam02092'])
UID395	set(['TIGR00963'])	set(['pfam07949', 'pfam02092'])
UID396	set(['TIGR00963'])	set([])
UID397	set([])	set([])
UID398	set([])	set(['pfam02882', 'pfam00763'])
UID399	set(['pfam13275'])	set(['pfam02882', 'pfam00763'])
UID400	set(['pfam13275'])	set(['pfam02882', 'pfam00763'])
UID401	set([])	set([])
UID402	set([])	set([])
UID403	set([])	set([])
UID404	set([])	set([])
UID405	set([])	set([])
UID406	set(['TIGR00336', 'TIGR01740'])	set([])
UID407	set(['TIGR00336', 'TIGR01740'])	set([])
UID408	set(['TIGR00336', 'TIGR01740'])	set([])
UID409	set(['TIGR00336', 'TIGR01740'])	set(['pfam02223'])
UID410	set([])	set([])
UID411	set(['TIGR01668'])	set(['pfam00140', 'TIGR00457'])
UID412	set(['TIGR01668'])	set(['pfam00140', 'TIGR00457'])
UID413	set(['TIGR01668'])	set(['pfam00140', 'TIGR00457'])
UID414	set(['TIGR01668'])	set(['pfam00140', 'TIGR00457'])
UID415	set(['TIGR01668'])	set(['pfam00140', 'TIGR00457'])
UID416	set(['TIGR01668'])	set(['pfam00140'])
UID417	set([])	set([])
UID418	set([])	set([])
UID419	set([])	set([])
UID420	set([])	set([])
UID421	set([])	set([])
UID422	set([])	set(['TIGR00928', 'pfam01513'])
UID423	set([])	set(['TIGR00928', 'pfam01513'])
UID424	set([])	set(['TIGR00928', 'pfam01513'])
UID425	set([])	set([])
UID426	set(['pfam05198'])	set([])
UID427	set(['pfam05198'])	set([])
UID428	set(['pfam05198'])	set([])
UID429	set([])	set(['TIGR01510'])
UID430	set([])	set(['TIGR01510'])
UID431	set([])	set(['TIGR01510'])
UID432	set([])	set(['TIGR01510'])
UID433	set([])	set(['TIGR01510'])
UID434	set([])	set(['TIGR01510'])
UID435	set([])	set(['TIGR01510'])
UID436	set([])	set([])
UID437	set([])	set([])
UID438	set([])	set([])
UID439	set([])	set([])
UID440	set([])	set([])
UID441	set([])	set([])
UID442	set([])	set([])
UID443	set([])	set([])
UID444	set([])	set([])
UID445	set([])	set([])
UID446	set([])	set([])
UID447	set([])	set([])
UID448	set(['TIGR01063'])	set([])
UID449	set([])	set([])
UID450	set([])	set([])
UID451	set([])	set([])
UID452	set([])	set(['pfam02390'])
UID453	set([])	set(['pfam02390'])
UID454	set([])	set([])
UID455	set([])	set([])
UID456	set([])	set([])
UID457	set([])	set([])
UID458	set([])	set([])
UID459	set([])	set([])
UID460	set([])	set([])
UID461	set([])	set([])
UID462	set([])	set([])
UID463	set([])	set([])
UID464	set([])	set([])
UID465	set([])	set([])
UID466	set([])	set([])
UID467	set([])	set([])
UID468	set([])	set([])
UID469	set([])	set([])
UID470	set([])	set([])
UID471	set([])	set(['pfam00265', 'TIGR00594', 'pfam02767'])
UID472	set([])	set([])
UID473	set(['pfam10141', 'TIGR00644'])	set(['TIGR00442'])
UID474	set(['pfam10141', 'TIGR00644'])	set(['TIGR00442'])
UID475	set(['pfam10141', 'TIGR00644'])	set(['TIGR00442'])
UID476	set(['pfam00464'])	set(['pfam00342', 'pfam02882', 'pfam08353', 'pfam00763'])
UID477	set(['pfam01192', 'pfam06257'])	set(['TIGR01085'])
UID478	set(['pfam01192', 'pfam06257'])	set(['TIGR01085'])
UID479	set(['pfam01192', 'pfam06257'])	set(['TIGR01085'])
UID480	set([])	set([])
UID481	set(['pfam10555'])	set(['TIGR00765', 'pfam06949', 'pfam06421', 'pfam03631'])
UID482	set(['pfam10555'])	set(['pfam00265', 'TIGR00765', 'pfam06949', 'pfam06421', 'pfam03631'])
UID483	set(['pfam10555'])	set(['pfam00265', 'TIGR00765', 'pfam06949', 'pfam06421', 'pfam03631'])
UID484	set(['pfam10555'])	set(['pfam00265', 'TIGR00765', 'pfam06949', 'pfam06421', 'pfam03631'])
UID485	set([])	set(['TIGR00765', 'pfam06949', 'pfam06421', 'pfam03631'])
UID486	set(['pfam03668'])	set([])
UID487	set(['pfam03668'])	set([])
UID488	set(['pfam03668'])	set(['pfam00303'])
UID489	set(['pfam03668'])	set(['pfam02367', 'pfam00303'])
UID490	set(['pfam03668'])	set(['pfam02367', 'pfam00303'])
UID491	set(['pfam03668'])	set(['pfam02367', 'pfam00303'])
UID492	set(['pfam03668'])	set([])
UID493	set(['pfam03668'])	set([])
UID494	set(['pfam03668'])	set(['pfam01648', 'pfam00303'])
UID495	set(['pfam03668'])	set(['pfam00303'])
UID496	set(['pfam10555', 'pfam03668'])	set(['pfam01648', 'pfam00303'])
UID497	set(['pfam03668'])	set([])
UID498	set(['pfam03668'])	set([])
UID499	set(['TIGR02151', 'pfam03668'])	set([])
UID500	set(['pfam03668'])	set([])
